date,city,total_cases
2020-03-30,Palhoça,0.0
2020-03-31,Palhoça,0.0
2020-04-01,Palhoça,0.0
2020-04-02,Palhoça,0.0
2020-04-03,Palhoça,1.0
2020-04-04,Palhoça,2.0
2020-03-12,Sombrio,0.0
2020-03-13,Sombrio,0.0
2020-03-14,Sombrio,0.0
2020-03-15,Sombrio,0.0
2020-03-16,Sombrio,0.0
2020-03-17,Sombrio,0.0
2020-03-18,Sombrio,0.0
2020-03-19,Sombrio,0.0
2020-03-20,Sombrio,0.0
2020-03-21,Sombrio,0.0
2020-03-22,Sombrio,0.0
2020-03-23,Sombrio,0.0
2020-03-24,Sombrio,0.0
2020-03-25,Sombrio,0.0
2020-03-26,Sombrio,0.0
2020-03-27,Sombrio,0.0
2020-03-28,Sombrio,0.0
2020-03-29,Sombrio,0.0
2020-03-30,Sombrio,0.0
2020-03-31,Sombrio,0.0
2020-04-01,Sombrio,0.0
2020-04-02,Sombrio,0.0
2020-04-03,Sombrio,0.0
2020-04-04,Sombrio,1.0
2020-03-12,Outros estados,0.0
2020-03-13,Outros estados,0.0
2020-03-14,Outros estados,0.0
2020-03-15,Outros estados,0.0
2020-03-16,Outros estados,0.0
2020-03-17,Outros estados,0.0
2020-03-18,Outros estados,0.0
2020-03-19,Outros estados,0.0
2020-03-20,Outros estados,0.0
2020-03-21,Outros estados,0.0
2020-03-22,Outros estados,0.0
2020-03-23,Outros estados,0.0
2020-03-24,Outros estados,0.0
2020-03-25,Outros estados,5.0
2020-03-26,Outros estados,5.0
2020-03-27,Outros estados,5.0
2020-03-28,Outros estados,5.0
2020-03-29,Outros estados,5.0
2020-03-30,Outros estados,5.0
2020-03-31,Outros estados,5.0
2020-04-01,Outros estados,5.0
2020-04-02,Outros estados,5.0
2020-04-03,Outros estados,5.0
2020-04-04,Outros estados,6.0
2020-03-12,Outros países,0.0
2020-03-13,Outros países,0.0
2020-03-14,Outros países,0.0
2020-03-15,Outros países,0.0
2020-03-16,Outros países,0.0
2020-03-17,Outros países,0.0
2020-03-18,Outros países,0.0
2020-03-19,Outros países,0.0
2020-03-20,Outros países,0.0
2020-03-21,Outros países,0.0
2020-03-22,Outros países,0.0
2020-03-23,Outros países,0.0
2020-03-24,Outros países,0.0
2020-03-25,Outros países,3.0
2020-03-26,Outros países,3.0
2020-03-27,Outros países,3.0
2020-03-28,Outros países,3.0
2020-03-29,Outros países,3.0
2020-03-30,Outros países,3.0
2020-03-31,Outros países,3.0
2020-04-01,Outros países,3.0
2020-04-02,Outros países,3.0
2020-04-03,Outros países,3.0
2020-04-04,Outros países,3.0
